                         	alpine sea holly	anthurium	artichoke	azalea	ball moss	balloon flower	barbeton daisy	bearded iris	bee balm	bird of paradise	bishop of llandaff	black-eyed susan	blackberry lily	blanket flower	bolero deep blue	bougainvillea	bromelia	buttercup	californian poppy	camellia	canna lily	canterbury bells	cape flower	carnation	cautleya spicata	clematis	colt's foot	columbine	common dandelion	corn poppy	cyclamen	daffodil	desert-rose	english marigold	fire lily	foxglove	frangipani	fritillary	garden phlox	gaura	gazania	geranium	giant white arum lily	globe thistle	globe-flower	grape hyacinth	great masterwort	hard-leaved pocket orchid	hibiscus	hippeastrum	japanese anemone	king protea	lenten rose	lotus	love in the mist	magnolia	mallow	marigold	mexican aster	mexican petunia	monkshood	moon orchid	morning glory	orange dahlia	osteospermum	oxeye daisy	passion flower	pelargonium	peruvian lily	petunia	pincushion flower	pink primrose	pink-yellow dahlia	poinsettia	primula	prince of wales feathers	purple coneflower	red ginger	rose	ruby-lipped cattleya	siam tulip	silverbush	snapdragon	spear thistle	spring crocus	stemless gentian	sunflower	sweet pea	sweet william	sword lily	thorn apple	tiger lily	toad lily	tree mallow	tree poppy	trumpet creeper	wallflower	water lily	watercress	wild pansy	windflower	yellow iris
wild pansy               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
windflower               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
yellow iris              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        

Accuracy = 4.927630509025858%

Balanced Accuracy = 4.517410685590699%

C=0.1
gamma=1
kernel=poly
